新闻id,内容,链接
5115,地缘政治 | 特朗普称正努力拯救五大湖免受亚洲鲤鱼侵袭据金十数据报道，美国总统特朗普表示，他正与格雷琴·惠特默州长合作，努力拯救五大湖免受亚洲鲤鱼的侵袭。这种鱼极具攻击性，正在迅速占领密歇根湖及其周边水域。特朗普计划邀请其他州长加入这场战斗，包括伊利诺伊州、威斯康星州、明尼苏达州、宾夕法尼亚州、俄亥俄州、印第安纳州、纽约州的州长，以及“未来的加拿大州长马克·卡尼”。此外，特朗普还在努力拯救犹他州的大盐湖，防止其干涸。他强调，只有“特朗普”才能完成这些任务。,https://www.binance.com/zh-CN/square/post/300160085482337
5116,日经指数重上55000点，连续两日显著上升日经指数连续两日显著上升，重上55000点关口。香港电台报道，日经指数半日报55387点，升1139点，升幅达2.1%。,https://www.binance.com/zh-CN/square/post/300262569504481
5117,"美元指数下跌，主要货币汇率变化据 ChainCatcher 报道，衡量美元对六种主要货币的美元指数在 3 月 11 日下跌 0.36%，在汇市尾市收于 98.823。

1 欧元兑换 1.1644 美元，高于前一交易日的 1.1578 美元；1 英镑兑换 1.346 美元，高于前一交易日的 1.3388 美元。

1 美元兑换 157.63 日元，低于前一交易日的 158.33 日元；1 美元兑换 0.777 瑞士法郎，低于前一交易日的 0.7799 瑞士法郎。

1 美元兑换 1.357 加元，低于前一交易日的 1.3591 加元；1 美元兑换 9.1371 瑞典克朗，低于前一交易日的 9.21 瑞典克朗。",https://www.binance.com/zh-CN/square/post/300159904211937
5118,地缘政治 | 特朗普警告伊朗：若布设水雷将面临军事后果特朗普表示，如果伊朗出于任何原因布设了水雷而未立即清除，将面临前所未有的军事后果。据金十数据报道，这一声明引发了国际社会对中东局势的关注。,https://www.binance.com/zh-CN/square/post/300157098108465
5119,地缘政治 | 特朗普：伊朗清除水雷是正确方向据金十数据报道，特朗普表示，如果伊朗清除可能已经布设的水雷，这将是朝着正确方向迈出的一大步。这一言论引发了对中东地区局势的关注，可能影响全球市场的稳定性。,https://www.binance.com/zh-CN/square/post/300157079066978
5120,股票市场 | 印度股市吸引力增加，黄金和白银ETF需求减弱印度股市在当前市场环境中吸引力增加，投资者对黄金和白银ETF的需求减弱。Bloomberg 在 X（原 Twitter）发文表示，尽管原油价格高企带来挑战，但股市的潜在收益仍然吸引投资者关注。,https://www.binance.com/zh-CN/square/post/300261863565650
5121,地缘政治 | 白宫：伊朗战争将持续至特朗普认为目标达成白宫表示，伊朗战争将持续至特朗普认为目标已达成且伊朗投降。白宫新闻秘书Levitt称，美国在伊朗的军事行动将长期导致天然气价格下降。,https://www.binance.com/zh-CN/square/post/300144561033378
5122,地缘政治 | 美国白宫：特朗普将接受伊朗学校遇袭调查结果据金十数据报道，美国白宫发表声明称，特朗普将接受关于伊朗学校遇袭事件的调查结果，无论结果如何。此事件引发了国际社会的广泛关注，可能对美伊关系产生影响。,https://www.binance.com/zh-CN/square/post/300144230578466
5123,地缘政治 | 美国白宫：特朗普并未排除地面部队的选项据金十数据报道，美国白宫表示，特朗普总统在处理当前局势时，并未排除使用地面部队的可能性。这一声明引发了国际社会的广泛关注，尤其是在地缘政治紧张的背景下。分析人士认为，这可能会对全球市场产生影响，投资者需密切关注事态发展。,https://www.binance.com/zh-CN/square/post/300141977849569
5124,地缘政治 | 美国白宫：特朗普称目标达成后伊朗将无条件投降据金十数据报道，美国白宫表示，一旦美国总统特朗普认定目标已达成，相关行动就会结束，届时伊朗将无条件投降。,https://www.binance.com/zh-CN/square/post/300139481140801
5125,地缘政治 | 特朗普：不惧采取更多能源措施，油价或将下跌据金十数据报道，美国白宫表示，美国总统特朗普不惧怕在能源问题上采取更多措施。一旦国家安全选项达成，油价将会下跌。,https://www.binance.com/zh-CN/square/post/300138139270881
5126,地缘政治 | 美国白宫：特朗普坚信目标将迅速实现据金十数据报道，美国白宫表示，美国总统特朗普仍然坚信其目标将会迅速实现。这一声明反映了特朗普政府对其政策和计划的信心，尽管面临各种挑战和不确定性。,https://www.binance.com/zh-CN/square/post/300137605589010
5127,美国财政部报告：数字资产相关欺诈损失超 90 亿美元，建议采用新技术工具美国财政部向国会提交了一份报告，指出在 GENIUS 法案下，2024 年 FBI 报告的数字资产相关欺诈损失超过 90 亿美元。据 NS3 报道，报告中提到 58 亿美元的投资诈骗损失，以及 2024 年 1 月至 2025 年 9 月期间至少 28 亿美元被朝鲜网络犯罪分子盗取。此外，2024 年勒索软件支付约为 7.34 亿美元。财政部建议更广泛地采用人工智能、数字身份工具、区块链分析和 API，并建议国会明确 DeFi 反洗钱义务，考虑允许机构暂时冻结可疑数字资产。,https://www.binance.com/zh-CN/square/post/300136417378690
5128,"英国改革党党首助手押注美伊战争不会在 2026 年 6 月 30 日前停火英国改革党党首法拉奇（Nigel Farage）的助手 George Cottrell 在 Polymarket 上下注 41,000 美元，赌美国与伊朗的战争不会在 2026 年 6 月 30 日前停火。据 NS3 报道，该赌注可能支付 123,000 美元，但目前显示未实现亏损 6,240 美元。此举与 Reform UK 呼吁结束冲突的立场形成对比，并且与 Farage 周围的加密货币支持者网络有关，包括 Tether 股东 Christopher Harborne 和一家比特币持有公司。",https://www.binance.com/zh-CN/square/post/300260720381553
5129,Ripple 计划申请澳大利亚金融服务牌照Ripple 宣布计划申请澳大利亚金融服务牌照（AFSL）。据 Foresight News 报道，Ripple 将通过收购 BC Payments 获得该牌照。这将使 Ripple 能够在澳大利亚拓展其支付业务。Ripple 目前在全球拥有超过 75 张监管牌照。,https://www.binance.com/zh-CN/square/post/300238516665874
5130,加拿大总理 Mark Carney 接近议会多数加拿大总理 Mark Carney 在第四位议员叛逃至其执政的自由党后，正接近在议会中获得多数席位。Bloomberg 在 X（原 Twitter）发文表示，这一政治变动可能会对加拿大的政策方向产生重要影响。,https://www.binance.com/zh-CN/square/post/300259978349761
5131,Zeta Network Group 完成 600 万美元直接发行Zeta Network Group 是一家在纳斯达克上市的数字基础设施和金融科技公司，股票代码为 ZNB。公司宣布完成了一项 600 万美元的注册直接发行。据 NS3 报道，公司已就此交易签署了证券购买协议。,https://www.binance.com/zh-CN/square/post/300259064447186
5132,地缘政治 | 伊朗袭击科威特美军设施据金十数据报道，伊朗方面表示，其部队对科威特境内的美国军事设施进行了袭击。这一事件可能加剧地区紧张局势，并对国际关系产生影响。,https://www.binance.com/zh-CN/square/post/300258450275954
5133,"WTI 原油最大空头持续加仓，链上持仓规模达 2430 万美元据 ChainCatcher 报道，Hyperinsight监测显示，“WTI 原油最大空头”地址在昨夜今晨持续对其 CL（WTI 原油）空头仓位执行滚仓，累计增持约 190006 份 CL 空单，总价值约 1560 万美元。

该地址自昨夜持续加仓至过去 1 小时，当前其 3 倍杠杆 CL 空单规模已达 2430 万美元，均价 83.5 美元，清算价 110 美元，浮盈 15 万美元（1.7%），目前为链上 CL 最大空头持有者。

此前，其在过去 24 小时累计向 Hyperliquid 转入 1150 万美元，随后将该笔资金大多用于加仓原油空单。此外，该地址还持有 3 倍杠杆 NATGAS（天然气）空单，规模达 143 万美元。",https://www.binance.com/zh-CN/square/post/300258376896593
5134,"币安澄清媒体误报，强调合规计划成效显著Binance Blog 发布最新文章，澄清媒体误报并详细说明币安的合规计划如何有效揭示和处理复杂的多司法辖区金融活动。文章指出，没有员工因提出合规问题而被解雇，币安的深入调查导致与涉嫌伊朗相关活动的可疑账户被移除。币安保持强大的合规计划，实现了对受制裁实体的接触减少近97%，并与执法部门广泛合作。

文章回顾了2月23日发布的关于币安合规计划的详细说明，强调其规模、可衡量的结果以及在最近媒体报道中被歪曲的案件中所遵循的具体流程。自那次声明以来，出现了更多不准确的报道。新的指控被提出，而旧的谬误被重复。币安表示将继续澄清事实，并正在这样做。

调查揭示了一个复杂的多司法辖区金融活动模式，涉及亚洲、中东及其他地区。资金来源包括一个主要的受监管稳定币发行商和一个新加坡受监管的数字支付和银行服务提供商。经过复杂的调查，发现许多中介钱包可能属于共同所有并成为更广泛整合操作的一部分。最终，约1.261亿美元的资金到达与伊朗钱包有关联的钱包，其中只有2410万美元进入与IRGC相关的钱包。

币安在调查中识别并移除了Blessed Trust和Hexa Whale账户，明确指出资金并未在币安发起或终止。币安在发现复杂活动模式后，立即移除所有相关账户并向执法部门报告。

文章逐一驳斥了四个错误的报道：币安没有将17亿美元转移给伊朗制裁实体；合规员工没有因调查被解雇；调查没有被停止或压制；调查人员没有被拒绝访问Blessed Trust账户。

数据显示，币安的合规投资取得了显著成果，包括制裁相关接触减少96.8%，对四大伊朗交易所的直接接触减少97.3%以上，2025年处理了71,000多项执法请求，并协助没收和返还超过1.31亿美元的非法资金。币安每年在合规计划上花费超过2亿美元，20%的员工从事合规工作。

币安强调，没有任何交易所能保证风险绝对不会触及其平台，关键在于风险出现时如何处理。币安在每个案例中都进行了检测、调查、缓解和报告，并将继续与执法部门合作，保持高标准的合规计划。",https://www.binance.com/zh-CN/square/post/300132056300801
5135,地缘政治 | 舒默呼吁对伊朗小学遇袭事件进行独立调查据金十数据报道，美国参议院少数党领袖舒默呼吁对伊朗小学遇袭事件进行全面、独立和透明的调查，以查明事件真相及责任归属。舒默在参议院发言时表示，总统特朗普声称伊朗的战斧导弹应对学校爆炸事件负责，但舒默反驳称伊朗根本没有战斧导弹，并指责特朗普的说法荒谬且不负责任。,https://www.binance.com/zh-CN/square/post/300122089831746
5136,地缘政治 | 泰国新议会将于3月14日开幕据金十数据报道，泰国《皇家公报》宣布，新一届泰国议会将于3月14日开幕。这一消息标志着泰国政治进程的最新发展，可能对该国未来的政策方向产生影响。,https://www.binance.com/zh-CN/square/post/300256431126385
5137,"英国政府发布2026-2029年打击欺诈政策，涉及数字资产据 Cointelegraph 报道，英国政府发布了一份政策文件，阐述了2026年至2029年打击个人和企业欺诈的策略，特别提到将考虑数字资产。文件指出，加密货币是社交媒体和消息平台诈骗的媒介，技术对消费者构成“日益增长的风险”。

英国国家犯罪局在2025年发起全国性活动帮助消费者识别欺诈，政府支持包括严重欺诈办公室在内的执法机构加强加密资产调查能力。政府已采取措施，包括金融行为监管局自2023年起打击加密公司向英国消费者营销代币，财政部计划在2027年10月实施全面监管框架。

内政大臣Shabana Mahmood和内政部国务大臣Lord Hanson of Flint表示，这不仅是减少犯罪，还在于恢复信心。每一英镑的欺诈损失都是对经济的损害。通过实施这一策略，英国将成为更安全的生活、工作和经商之地。

尽管政策文件关注欺诈，但未明确提及关于政治党派和候选人是否应接受数字资产捐款的辩论。英国政府据称正在考虑在选举法案中禁止此类捐款。",https://www.binance.com/zh-CN/square/post/300120556150850
5138,美联储 3 月降息 25 个基点概率为 2.7%3 月 11 日，据 BlockBeats 报道，根据 CME「美联储观察」数据，美联储 3 月降息 25 个基点的概率为 2.7%，而维持利率不变的概率为 97.3%。,https://www.binance.com/zh-CN/square/post/300118095152161
5139,美国3年期国债得标利率上升至3.579%据金十数据报道，美国至3月10日的3年期国债竞拍结果显示，得标利率为3.579%，相比前值3.52%有所上升。,https://www.binance.com/zh-CN/square/post/300117951539154
5140,"AI趋势 | AgentMail 完成 600 万美元融资，推出 AI 代理自动接入 API据 ChainCatcher 报道，面向 AI 代理打造电子邮件服务的初创公司 AgentMail 宣布完成 600 万美元种子轮融资，General Catalyst 领投，Y Combinator、Phosphor Capital、天使投资人 Paul Graham、HubSpot CTO Dharmesh Shah、Supabase CEO Paul Copplestone 以及 Ramp CTO Karim Atiyeh 参投。
AgentMail 同时宣布推出一项自动接入 API。开发者可以将 AI 代理直接接入该接口，使其能够自行注册并创建电子邮箱。该平台还允许用户手动设置和管理邮箱、权限、允许名单以及 API 密钥。AgentMail 联合创始人兼 CEO Haakam Aujla 表示，AgentMail 从零开始构建，目标是为 AI 代理提供类似人类在 Gmail 或 Outlook 中的邮箱体验，但不需要人类界面中的那些元素。",https://www.binance.com/zh-CN/square/post/300115673099954
5141,地缘政治 | 伊朗战争五大猜想：结局或同样毫无征兆伊朗局势引发全球关注，战争的开始毫无征兆，结束可能也一样。据金十数据报道，专家提出五大猜想，探讨战争可能的收场方式。分析认为，伊朗战争的复杂性和不可预测性使得其结局充满变数。国际社会密切关注局势发展，希望能够找到和平解决方案。,https://www.binance.com/zh-CN/square/post/300255486090257
5142,"比特币30天平均转账量下降但仍高于365天平均水平加密市场分析师 Axel Adler Jr. 在社交媒体发文表示，比特币（BTC）30天平均转账量下降。据 BlockBeats 报道，这显示短期链上动能减弱。

然而，该指标仍高于365天平均水平，并远高于六个月前的水平，表明这并非结构性崩溃，而是网络活动的降温阶段。",https://www.binance.com/zh-CN/square/post/300108310079169
5143,美国零售汽油价格预测：2026年平均每加仑3.34美元，2027年降至3.18美元据金十数据报道，EIA短期能源展望报告显示，美国零售汽油价格预计在2026年平均每加仑3.34美元，而到2027年将降至平均每加仑3.18美元。这一预测反映了未来几年美国汽油市场的价格变化趋势。,https://www.binance.com/zh-CN/square/post/300104730164626
5144,地缘政治 | EIA预测美国原油需求增速据金十数据报道，EIA短期能源展望报告预计2027年美国原油需求增速为13.00万桶/日。这一预测反映了未来几年美国能源市场的变化趋势，可能对全球原油市场产生影响。,https://www.binance.com/zh-CN/square/post/300104346059394
5145,美国天然气消费量预测调整据金十数据报道，EIA短期能源展望报告显示，预计2026年美国天然气消费量为914.0亿立方英尺/日，较此前预期的916.0亿立方英尺/日有所下调。2027年美国天然气消费量预计为921.0亿立方英尺/日，高于此前预期的915.0亿立方英尺/日。,https://www.binance.com/zh-CN/square/post/300104329137778
5146,"CFTC 主席更新 DeFi 开发者监管计划3 月 10 日，美国商品期货交易委员会（CFTC）主席 Mike Selig 更新了为去中心化金融（DeFi）开发者提供监管明确性的计划。

据 BlockBeats 报道，Selig 在佛罗里达州博卡拉顿的 FIA 全球清算市场大会上表示，美国正通过监管机构间的协调重新夺回数字资产领域的领导地位。

他与美国证券交易委员会（SEC）主席 Paul Atkins 合作推进「Project Crypto」计划，结束 CFTC 与 SEC 的内部争执。

Selig 重申 CFTC 将发布指导意见，明确预测市场如何挂牌和交易，并启动规则制定程序，征求公众意见。

他表示，CFTC 计划解决软件提供商是否触发注册要求的问题，并处理加密永续衍生品的分类问题。",https://www.binance.com/zh-CN/square/post/300103333623089
5147,台湾拥有石油资源：苗栗出磺坑的历史全球油价飙升之际，台湾其实拥有自己的石油资源。据动区动趋发布的文章，苗栗出磺坑是世界第二古老的油田，自清朝起便开始开采。,https://www.binance.com/zh-CN/square/post/300255035995154
5148,美国农业部维持大豆产量和库存预期不变据金十数据报道，美国农业部在3月的报告中维持2025/2026年度大豆产量预期为42.62亿蒲式耳，与2月预期一致。同时，期末库存预期为3.5亿蒲式耳，略高于市场预期的3.44亿蒲式耳。大豆单产预期也保持在53蒲式耳/英亩，与2月预期相同。,https://www.binance.com/zh-CN/square/post/300103293635057
5149,地缘政治 | 以色列总理对伊朗战争态度明确，特朗普态度不明以色列总理本雅明·内塔尼亚胡明确表示，在伊朗战争问题上，他尚未完成任务。Bloomberg 在 X（原 Twitter）发文表示，美国总统唐纳德·特朗普是否愿意让冲突持续更久尚不明朗。,https://www.binance.com/zh-CN/square/post/300102982438210
5150,Zeta Network 筹资 1000 万美元，推动比特币金融平台开发据 PRNewswire 报道，纳斯达克上市的比特币金融公司 Zeta Network 宣布已签订证券购买协议，通过发行可转换本票和认股权证募资 1000 万美元。首期交割资金为 600 万美元，剩余资金交割预计在 5月12日之前完成。Zeta Network 正在开发以比特币为中心的机构金融平台，整合数字资产资金管理、比特币流动性聚合、以及比特币挖矿业务。,https://www.binance.com/zh-CN/square/post/300253282826817
5151,越南采取措施缓解燃料成本飙升对消费者的影响越南政府采取措施，以缓解中东冲突引发的全球能源供应担忧导致的燃料成本急剧上升对消费者的影响。Bloomberg 在 X（原 Twitter）发文表示，越南此举旨在保护国内消费者免受国际市场波动的冲击。,https://www.binance.com/zh-CN/square/post/300252593843617
5152,泰国央行：1%政策利率足够宽松据金十数据报道，泰国央行会议纪要显示，当前1%的政策利率被认为具有充分的宽松性。这一利率水平旨在支持经济增长，并为市场提供流动性。央行官员认为，现行利率能够有效应对经济挑战，并促进国内经济的复苏。,https://www.binance.com/zh-CN/square/post/300252116525938
5153,地缘政治 | 中东局势恶化影响霍尔木兹海峡通行中东局势恶化，伊朗对开的霍尔木兹海峡通行受阻，引发全球对石油危机的担忧。香港电台报道，全球化工产品和化学肥料供应可能停滞。专家指出，化肥影响农作物收成，中东局势紧张的连锁效应可能在几个月后显现，包括粮食价格。,https://www.binance.com/zh-CN/square/post/300252080284513
5154,地缘政治 | 泰国央行会议纪要：通胀下行风险增加，恢复速度或慢于预期据金十数据报道，泰国央行会议纪要显示，当前总体通胀面临更多下行风险。央行预计通胀恢复至目标区间的速度将慢于此前的评估。,https://www.binance.com/zh-CN/square/post/300252045459505
5155,泰国央行担忧汇率与经济基本面偏离据金十数据报道，泰国央行在最新的会议纪要中表示，对汇率与经济基本面存在偏离的迹象表示担忧。央行将密切关注这一情况的发展，以确保经济的稳定性和可持续性。,https://www.binance.com/zh-CN/square/post/300252022841681
5156,泰国央行：旅游业竞争力下降据金十数据报道，泰国央行会议纪要显示，泰国旅游业的竞争力正在下降。这一趋势可能对泰国经济产生不利影响，尤其是在全球旅游市场竞争加剧的背景下。泰国央行指出，旅游业是泰国经济的重要支柱，政府和相关部门需采取措施提升其竞争力，以应对未来的挑战。,https://www.binance.com/zh-CN/square/post/300252006305089
5157,地缘政治 | 泰国央行会议纪要：制造业面临竞争压力据金十数据报道，泰国央行会议纪要显示，泰国制造业正面临来自国际竞争的压力。会议纪要指出，全球市场变化对泰国制造业产生了显著影响，导致企业需要调整策略以应对挑战。泰国央行强调，政府和企业需密切关注国际市场动态，以确保经济稳定和持续增长。,https://www.binance.com/zh-CN/square/post/300251198129921
5158,泰国央行：消费与收入同步增长据金十数据报道，泰国央行会议纪要显示，泰国的消费增长与收入增长保持同步。这一趋势表明，泰国经济在消费和收入方面呈现出稳定的发展态势。央行将继续关注这一趋势，以确保经济的持续健康发展。,https://www.binance.com/zh-CN/square/post/300250984233794
5159,比特币大额转账，匿名地址转入 Flow Traders据 ChainCatcher 报道，Arkham 数据显示，在 09:49，180 枚 BTC 从多个匿名地址转入 Flow Traders。,https://www.binance.com/zh-CN/square/post/300250950692321
5160,"Ripple 计划收购 BC Payments Australia 以获取澳大利亚金融服务牌照3 月 11 日，Ripple 宣布计划收购 BC Payments Australia，以获取澳大利亚金融服务牌照（AFSL）。据 BlockBeats 报道，交易预计将于 4 月 1 日完成。

获得 AFSL 后，Ripple 将在澳大利亚实现支付业务的全流程管理，结合传统银行系统与数字资产网络。

过去一年，Ripple 在全球推进合规布局，已在 Singapore、United Arab Emirates 和 United Kingdom 获得支付牌照，并在美国获得国家信托银行牌照的有条件批准。",https://www.binance.com/zh-CN/square/post/300250864611282
5161,"Aaru 公司估值达到 10 亿美元Aaru 最近估值达到 10 亿美元，成为由年轻领导者带领的热门公司之一。

WSJ Tech 在 X（原 Twitter）发文表示，这些公司由刚刚进入 20 岁的年轻人领导，正在快速增长。",https://www.binance.com/zh-CN/square/post/300250679456802
5162,泰国央行会议纪要：出口好于预期据金十数据报道，泰国央行会议纪要显示，泰国的出口表现优于预期。这一结果可能对泰国经济产生积极影响，提振市场信心。会议纪要还指出，泰国央行将继续密切关注全球经济形势，以便及时调整货币政策。,https://www.binance.com/zh-CN/square/post/300250581293938
5163,AI趋势 | 中国专注于高效 AI 部署，美国公司重视通用人工智能Brookings Institution 的报告指出，中国专注于高效且广泛部署的 AI，而美国公司则优先考虑通用人工智能和超级智能。据 NS3 报道，报告及外部专家还强调了中国使用开源模型和对 Anthropic 的 Claude 等系统进行所谓模型蒸馏攻击所带来的安全和治理风险。,https://www.binance.com/zh-CN/square/post/300249428536706
5164,地缘政治 | 朝鲜试射巡航导弹，美韩关系紧张加剧朝鲜从其最新战舰上试射巡航导弹，这是其一周内第二次发射新的海对地武器系统。Bloomberg 在 X（原 Twitter）发文表示，随着美国将资产从韩国转移以应对伊朗的报道增多，美韩关系的紧张局势可能进一步加剧。,https://www.binance.com/zh-CN/square/post/300249092087346
5165,Ares 计划在泰国设立首个亚洲本地货币私人信贷基金Ares 正计划在泰国设立其首个亚洲本地货币私人信贷基金。Bloomberg 在 X（原 Twitter）发文表示，随着泰国成为这一资产类别的新市场，Ares 正在积极布局。,https://www.binance.com/zh-CN/square/post/300248301768242
5166,股票市场 | Bernstein 预测 Circle 股价仍有 60% 上涨空间投资公司 Bernstein 在最新报告中预测，Circle 的股价仍有 60% 的上涨潜力。据 NS3 报道，该公司将这一潜力与稳定币采用的增加以及 AI Agentic Finance 的发展联系起来。,https://www.binance.com/zh-CN/square/post/300247954048818
5167,大户在原油价格低于 85 美元时开设 20 倍杠杆多头头寸一位使用地址 0x547 的大户在原油价格低于 85 美元时开设了 20 倍杠杆的多头头寸。据 NS3 报道，另一个新地址也存入了 500 万美元以开设多头头寸。,https://www.binance.com/zh-CN/square/post/300247923557922
5168,地缘政治 | 无人机袭击伊拉克美国外交设施据《华盛顿邮报》报道，一架无人机袭击了伊拉克境内的美国外交设施。袭击事件引发了国际社会的广泛关注，进一步加剧了地区紧张局势。美国政府正在评估此次袭击的影响，并考虑采取相应措施以确保外交人员的安全。,https://www.binance.com/zh-CN/square/post/300247776442961
5169,澳洲联储下周或加息，四大银行调整利率预期据金十数据报道，西太平洋银行、澳新银行、花旗和德意志银行的经济学家纷纷改变对澳洲联储的利率预期，预计下周将加息。这一调整反映了市场对澳洲经济前景的重新评估，可能对投资者和消费者产生广泛影响。,https://www.binance.com/zh-CN/square/post/300246817095217
5170,地缘政治 | 驻韩美军“萨德”反导系统发射车转移至中东据金十数据报道，韩国媒体连续两日报道称，驻韩美军的“萨德”反导系统发射车已全部运出庆尚北道星州郡的部署基地。虽然有证据显示这些发射车可能转往中东，但具体去向尚未得到韩国官方及驻韩美军的证实。,https://www.binance.com/zh-CN/square/post/300246791538929
5171,Haleon 投资 8720 万美元在上海建新口腔健康工厂Haleon 宣布将在上海投资 8720 万美元建设一座新的口腔健康工厂。Bloomberg 在 X（原 Twitter）发文表示，此举是该消费健康巨头加倍押注中国和印度等市场以推动增长的战略之一。,https://www.binance.com/zh-CN/square/post/300246685186737
5172,股票市场 | 任天堂股价大涨 10%，新宝可梦游戏成功助力任天堂股价飙升至 10%，创下自 4 月以来的最大涨幅。Bloomberg 在 X（原 Twitter）发文表示，这一涨势得益于其新宝可梦游戏的意外成功，缓解了市场对内存芯片成本上升的担忧。,https://www.binance.com/zh-CN/square/post/300245573379874
5173,美国司法部长因威胁搬迁至军事基地美国司法部长Pam Bondi因受到威胁，已悄然从华盛顿的公寓搬迁至附近的一个军事基地。纽约时报在X（原Twitter）发文表示，此举是为了确保她的安全。,https://www.binance.com/zh-CN/square/post/300244131734434
5174,Winklevoss兄弟转移1.3亿美元比特币至交易所，BTC持稳在七万美元根据区块链数据分析平台Arkham Intelligence的报告，Winklevoss兄弟将价值1.3亿美元的比特币转移至交易所。据链新闻发布的文章，此举引发市场关注。比特币价格保持在七万美元左右，市场对其未来走势持观望态度。,https://www.binance.com/zh-CN/square/post/300243121577698
5175,地缘政治 | 卡塔尔部长强调美国需要重返和平据金十数据报道，卡塔尔部长近日表示，美国需要重返和平，以促进全球稳定与安全。他强调，和平对于国际关系和经济发展至关重要，并呼吁各国合作实现这一目标。,https://www.binance.com/zh-CN/square/post/300241207065297
5176,地缘政治 | 伊朗革命卫队宣布对敌方技术设施采取行动据金十数据报道，伊朗伊斯兰革命卫队宣布将开始针对本地区敌方的技术设施展开行动。这一声明可能会加剧地区紧张局势，引发国际社会的关注和担忧。,https://www.binance.com/zh-CN/square/post/300241184262849
5177,Raízen启动债务重组，涉资约136亿美元Raízen是巴西一家陷入困境的糖和乙醇生产商，由Shell和Cosan共同拥有。Bloomberg 在 X（原 Twitter）发文表示，该公司已同意启动一项庭外债务重组，金额约为136亿美元。,https://www.binance.com/zh-CN/square/post/300240352502241
5178,韩国股市多次熔断，散户资金涌入杠杆ETF近期韩国股市经历历史性抛售与反弹，引发多次熔断。据链新闻发布的文章，大量韩国散户投资者将资金投入杠杆型指数股票型基金（ETF）。,https://www.binance.com/zh-CN/square/post/300239631946370
5179,人民币汇率波动，多个货币对调整美元兑人民币汇率报6.8917，人民币升值65点。欧元兑人民币报7.9986，下调212点。港元兑人民币报0.88075，下调12.1点。英镑兑人民币报9.2432，下调226点。澳元兑人民币报4.9036，上调271点。加元兑人民币报5.0684，下调101点。100日元兑人民币报4.3575，下调142点。人民币兑俄罗斯卢布报11.4781，上调1267点。新西兰元兑人民币报4.0789，下调80点。人民币兑林吉特报0.56915，下调43.9点。瑞士法郎兑人民币报8.8476，下调250点。新加坡元兑人民币报5.4091，下调46点。,https://www.binance.com/zh-CN/square/post/300239546694849
5180,地缘政治 | 朝鲜驱逐舰“崔贤”号进行战略巡航导弹试射朝鲜海军5000吨级新型驱逐舰“崔贤”号继续进行作战运用评估试验。明报新闻网报道，周二（10日）试射了战略巡航导弹，朝鲜领导人金正恩以视像观摩试射。“崔贤”号在本月3日和4日也曾进行战略巡航导弹试射。,https://www.binance.com/zh-CN/square/post/300237001886417
5181,特朗普支持的Clayton Fuller与民主党人Shawn Harris在佐治亚州特别选举中进入决选特朗普支持的Clayton Fuller和民主党人Shawn Harris在佐治亚州特别选举中进入决选，以接替Marjorie Taylor Greene在国会的席位。纽约时报在X（原Twitter）发文表示，这场选举引起了广泛关注，因为它可能影响国会的党派平衡。,https://www.binance.com/zh-CN/square/post/300235287146242
5182,PayPay IPO定价或处于低端据金十数据报道，消息人士透露，软银支持的日本支付应用PayPay的首次公开募股（IPO）定价可能会处于发行区间的低端。这一消息引发了市场对PayPay未来表现的关注。,https://www.binance.com/zh-CN/square/post/300233770001201
5183,Altcoin Season Index 持平，未现山寨币季CoinMarketCap 的 Altcoin Season Index 目前为 36，与昨日持平。据 NS3 报道，该指数比较了前 100 种币（不包括稳定币和包装币）在 90 天内的表现与 Bitcoin 的表现。指数接近 100 表示山寨币季节。,https://www.binance.com/zh-CN/square/post/300233710533825
5184,"马斯克宣布XMoney将于下月开启测试，目标打造一站式平台据金十数据报道，马斯克宣布社交媒体平台X的数字支付系统“XMoney”将于下月开启早期公开测试，首发于美国市场，随后推广至全球。马斯克的终极目标是将X转型为类似微信的一站式平台，整合流媒体、消息、图片、视频及金融服务。

用户未来可在X上完成整个金融生活交易，包括购买商品、储存价值、为创作者打赏以及进行投资。X已于去年与Visa达成合作，利用其庞大的用户基础推动应用内直接支付服务的落地。",https://www.binance.com/zh-CN/square/post/300232564431217
5185,地缘政治 | 阿联酋防空系统应对伊朗威胁阿联酋国防部表示，阿联酋的防空系统正在应对来自伊朗的导弹和无人机威胁。据金十数据报道，国防部确认，听到的声音是防空系统拦截导弹和无人机的结果。,https://www.binance.com/zh-CN/square/post/300229588569090
5186,地缘政治 | 中东战争引发液化天然气全球争夺，供应流向亚洲中东战争引发的液化天然气全球争夺战正在改变实物供应流向。Bloomberg 在 X（原 Twitter）发文表示，更多原本运往欧洲的液化天然气货物正在转向亚洲。,https://www.binance.com/zh-CN/square/post/300229475129089
5187,美国海军采用自主水下航行器缩短定位时间自9/11事件以来，美国海军采用了自主水下航行器。纽约时报在 X（原 Twitter）发文表示，这些设备大大减少了定位所需的时间，提高了效率和安全性。,https://www.binance.com/zh-CN/square/post/300229323488785
5188,地缘政治 | 国际能源署提议释放历史最大规模石油储备，应对中东冲突导致油价飙升国际能源署提议释放历史最大规模的石油储备，以应对中东冲突加剧导致的油价飙升。Bloomberg 在 X（原 Twitter）发文表示，各国政府正在努力应对这一挑战。,https://www.binance.com/zh-CN/square/post/300228938897762
